bidder_id,prediction
7a48dd2503ec0c40dbc97d001fef02fd18bhl,0.185051235592575
d97c1a2ec764d315a3950d4270d638d9qflpn,0.681201339513207
2413c059e6fbb255d1079102b3d8dfd7zv6ed,0.185051235592575
d63c2a5af1913f01555dcc995d6d604452ulu,0.162521647898036
67336e0b5f4cf7b1bed98e8356294313h6921,0.160602949570393
4a3c90a0d9f76dcd825fe1cf5047c954q48po,0.160602949570393
1a05e95995f901ee6aaae228563a257eqrmr0,0.160804330803632
4bf30b842eadc03b3c38cc7b4ef0edd94n7so,0.160904548425218
c6a804142434d5905fb4191d871a64fe5i3wu,0.160950153783437
43a4e01748901b62b4b23b0b6c39cff8trpgz,0.160602949570393
e1aec9fdce54a1d1eb23bbfffb8fc4b33h00h,0.556676572945522
6d90be49989d875e7a8ebf6f7f7bbdb5arzuc,0.162521647898036
08e32f3d08db3edea0fea2e8c6634c8c4iq14,0.160904548425218
8d4cc3988c9cb3b902c07cdd1a68fd4f36cit,0.185051235592575
6ba41ab8142e0cdbd39ec7d6fcb12bafk2fr0,0.185051235592575
96145a3b21bf25e866844540be17251dn0v0w,0.162521647898036
459283816b011d0addac9fc7354e3bb83si2z,0.377111260958046
374d46dd31fd569b852f35695dcde8409vbit,0.160602949570393
c4ff39eb949d7ad6510ab136e3cece2dl585v,0.160159781811932
7ade70030d559a6c255be2f6feca17acnrqs0,0.181793804210508
bc3b4f3878582eef73bbb9314c0b6606hzbqh,0.160602949570393
4ffbea815bb0953e5c220cdce75e5425ia0ay,0.185051235592575
d82a8e930f4d8c79b3a4a52a2a3ccd5d0wpak,0.160757858087932
8d3ec1167ab74e29430f60699f10af3fyi7za,0.185051235592575
3e2f6796d57de4ed3e311de6832755938jue0,0.429306180476011
9a6aa161cde219d80b72bf241fc7387fl9x4q,0.236503860300055
4e0025ef370150c5ea8c3df303cc8d72a8oom,0.185051235592575
58728a6afb14d8beaf1d0e98d647cff6sores,0.243513316335861
e6f08c26415285571218b5df2bf355bah5w5w,0.160904548425218
d6d786acf17a25f2d997d6f35f788469xn95v,0.162259787639629
3749a005e0dd0505a2859053878ccf073z8nf,0.160904548425218
092ceb77862ed0c120af013fe90093e64qknp,0.477685329425617
bb44dac09fb608848481c354fc55475742lnu,0.185051235592575
4e9cd4447d36dfeab111933ebc49dbaf1yj9d,0.162327420365563
eed6c3a41b10ff62d1be7e4a55dd4674alfiy,0.160602949570393
0956ac7abf361527a71a2c24a3f29b80ytlot,0.161956138831404
fa7b1d9ef3ed860d720374d5485f63e4fgll1,0.185051235592575
06af48f3b9799398a569506d7cbfaa747k49t,0.160602949570393
a02cbd8a459207156ac4d9d2f2bc7a1dutdpl,0.605500633214482
ac2670de5114aa507dd07a7cd5951b99271mq,0.185051235592575
