bidder_id,prediction
d97c1a2ec764d315a3950d4270d638d9qflpn,0.573245942592621
2413c059e6fbb255d1079102b3d8dfd7zv6ed,0.380462467670441
d63c2a5af1913f01555dcc995d6d604452ulu,0.339980393648148
1a05e95995f901ee6aaae228563a257eqrmr0,0.308878540992737
4bf30b842eadc03b3c38cc7b4ef0edd94n7so,0.308063000440598
c6a804142434d5905fb4191d871a64fe5i3wu,0.304971814155579
6d90be49989d875e7a8ebf6f7f7bbdb5arzuc,0.318898856639862
8d4cc3988c9cb3b902c07cdd1a68fd4f36cit,0.380462467670441
459283816b011d0addac9fc7354e3bb83si2z,0.361775398254395
c4ff39eb949d7ad6510ab136e3cece2dl585v,0.307253181934357
7ade70030d559a6c255be2f6feca17acnrqs0,0.338728129863739
bc3b4f3878582eef73bbb9314c0b6606hzbqh,0.305126667022705
4ffbea815bb0953e5c220cdce75e5425ia0ay,0.380462467670441
d82a8e930f4d8c79b3a4a52a2a3ccd5d0wpak,0.308248996734619
8d3ec1167ab74e29430f60699f10af3fyi7za,0.380462467670441
3e2f6796d57de4ed3e311de6832755938jue0,0.494890034198761
9a6aa161cde219d80b72bf241fc7387fl9x4q,0.357007056474686
4e0025ef370150c5ea8c3df303cc8d72a8oom,0.380462467670441
58728a6afb14d8beaf1d0e98d647cff6sores,0.349725782871246
e6f08c26415285571218b5df2bf355bah5w5w,0.310682237148285
4e9cd4447d36dfeab111933ebc49dbaf1yj9d,0.319439738988876
eed6c3a41b10ff62d1be7e4a55dd4674alfiy,0.305266946554184
fa7b1d9ef3ed860d720374d5485f63e4fgll1,0.380462467670441
06af48f3b9799398a569506d7cbfaa747k49t,0.310522824525833
a02cbd8a459207156ac4d9d2f2bc7a1dutdpl,0.523689806461334
ac2670de5114aa507dd07a7cd5951b99271mq,0.380462467670441
dfd221f21a706292c548fdbad043592afu7kf,0.476049214601517
ced3ccb89d88ac2bfd51982c485715063yvri,0.31938099861145
fdd71714ea1426c36bbc80a157f50c8daex1p,0.329763978719711
430157deb6489c9694099baaae276ac3nz3jg,0.307788223028183
6ad9f13f7ebdd750774a250bb3ff143fxbvrt,0.305327773094177
e903f127e00c301a8e02f29aa6e06a0c0hb60,0.305258512496948
f54258c2e26abb410bf4733f7fde4671jf5a0,0.497698932886124
962f639fca6175c0be5b17692a7c56834vqhq,0.309530884027481
e1972d63b9881f67b4a9dfb79f467ddduhmrd,0.305876493453979
9fb9d7c6a88b1e4793f58ba29d3f8ad4vfu3l,0.410543918609619
d61ad0b43989c44de8fb09d48d7c4237qki85,0.335336089134216
8a2b6cf3cd7a49bb32691e3d45fc60d4nv2w1,0.380462467670441
0b9d45948078268c6394a9c51bf2db08cbijp,0.30511936545372
b341f7a10217a7871161e154ff56b1aa0nig8,0.475373923778534
fee9106e2b7f1165983bdacbc1706bf02mt5t,0.339759021997452
38c2be4dfa8f0512b3164fbbf6ffb1f6weo0v,0.312785893678665
d336c93eb23bf34c63b137398ce17a93tg5wm,0.380462467670441
f6846af6c9bec2b5a13f9445b094cfa8jxhrf,0.380462467670441
4b9260b578bac8d676cb8d1d7b90c553zgisk,0.306087076663971
a3b15f75afb6897f8b6314ef00ef6134dsipq,0.307939082384109
3939ac3ef7d472a59a9c5f893dd3e39fh9ofi,0.499542653560638
afbabf2226dbe8c607ab0ba2af346de3pwnog,0.305116772651672
ceb6c86354e97d4d849ef5b1364bb0964nxe3,0.528010845184326
d12e84ae74ed7871fc05246b83d834602obih,0.310355395078659
797fec2fdeea8bc90a1ef96768ef0f9962xhq,0.309836894273758
06a984e49706c47d079c33a6e038ee9a3moip,0.325319290161133
992737f67ac0150c8e1448bdc06e3d2f6f57s,0.339980393648148
759b348d21e1f20ce55471813acba5ebm43ch,0.376590400934219
