bidder_id,prediction
7a48dd2503ec0c40dbc97d001fef02fd18bhl,0.0177837877854149
d97c1a2ec764d315a3950d4270d638d9qflpn,0.253263682884055
2413c059e6fbb255d1079102b3d8dfd7zv6ed,0.0177837877854149
d63c2a5af1913f01555dcc995d6d604452ulu,0.014584415678412
67336e0b5f4cf7b1bed98e8356294313h6921,0.0140689525272447
4a3c90a0d9f76dcd825fe1cf5047c954q48po,0.0140727633092378
1a05e95995f901ee6aaae228563a257eqrmr0,0.0140732579210538
4bf30b842eadc03b3c38cc7b4ef0edd94n7so,0.0141600760584356
c6a804142434d5905fb4191d871a64fe5i3wu,0.0140753841112916
43a4e01748901b62b4b23b0b6c39cff8trpgz,0.0140689525272447
e1aec9fdce54a1d1eb23bbfffb8fc4b33h00h,0.239212504972961
6d90be49989d875e7a8ebf6f7f7bbdb5arzuc,0.0146643581412264
08e32f3d08db3edea0fea2e8c6634c8c4iq14,0.0141574397133905
8d4cc3988c9cb3b902c07cdd1a68fd4f36cit,0.0177837877854149
6ba41ab8142e0cdbd39ec7d6fcb12bafk2fr0,0.0177837877854149
96145a3b21bf25e866844540be17251dn0v0w,0.014584415678412
459283816b011d0addac9fc7354e3bb83si2z,0.0323635922949165
374d46dd31fd569b852f35695dcde8409vbit,0.0140689525272447
c4ff39eb949d7ad6510ab136e3cece2dl585v,0.0149276066738688
7ade70030d559a6c255be2f6feca17acnrqs0,0.0216463758898623
bc3b4f3878582eef73bbb9314c0b6606hzbqh,0.0140689525272447
4ffbea815bb0953e5c220cdce75e5425ia0ay,0.0177837877854149
d82a8e930f4d8c79b3a4a52a2a3ccd5d0wpak,0.0141082680619947
8d3ec1167ab74e29430f60699f10af3fyi7za,0.0177837877854149
3e2f6796d57de4ed3e311de6832755938jue0,0.20898298371472
9a6aa161cde219d80b72bf241fc7387fl9x4q,0.0373048805896961
4e0025ef370150c5ea8c3df303cc8d72a8oom,0.0177837877854149
58728a6afb14d8beaf1d0e98d647cff6sores,0.0441985368858372
e6f08c26415285571218b5df2bf355bah5w5w,0.0141600760584356
d6d786acf17a25f2d997d6f35f788469xn95v,0.0145112473016312
3749a005e0dd0505a2859053878ccf073z8nf,0.0141574397133905
092ceb77862ed0c120af013fe90093e64qknp,0.159209591344379
bb44dac09fb608848481c354fc55475742lnu,0.0177837877854149
4e9cd4447d36dfeab111933ebc49dbaf1yj9d,0.0142618824995161
eed6c3a41b10ff62d1be7e4a55dd4674alfiy,0.0140689525272447
0956ac7abf361527a71a2c24a3f29b80ytlot,0.0144514521432366
fa7b1d9ef3ed860d720374d5485f63e4fgll1,0.0177837877854149
06af48f3b9799398a569506d7cbfaa747k49t,0.0140715726297374
a02cbd8a459207156ac4d9d2f2bc7a1dutdpl,0.16377775319848
ac2670de5114aa507dd07a7cd5951b99271mq,0.0177837877854149
5176d6fc2c60221f3fc7f7eca5615b2b0v3ff,0.0141574397133905
92f1c0d8618205ce2fcc04e8ca5a92c6f6a7i,0.0246315568014698
dfd221f21a706292c548fdbad043592afu7kf,0.0467172636244082
545edc1c32563e932145d90d3dc4089eworhr,0.0140673099981637
ced3ccb89d88ac2bfd51982c485715063yvri,0.0178864008255719
fdd71714ea1426c36bbc80a157f50c8daex1p,0.0143224404204217
430157deb6489c9694099baaae276ac3nz3jg,0.0141370802026801
98ea08ceed8cfa6c1ca4fa78dfbeb91f1ibm5,0.0146793839564485
4e15ce4862b8e6e0de6ef62353b6f6ca3y1u5,0.0322546749755831
6ad9f13f7ebdd750774a250bb3ff143fxbvrt,0.0141356059316486
019cf2d366df756c092c91e26f406acdozha7,0.0253464774453682
e903f127e00c301a8e02f29aa6e06a0c0hb60,0.0141378407094352
6b394f2f5ab5efb0fffa5a9179c73db9qb4oh,0.0152697360753109
