bidder_id,prediction
bb790a228de797253bf6afa43ee52eba1s2dx,0.0423133190508519
76ed824b414b5e690ff82e7cd2f5be52256my,0.200924083115714
f29896e71c8077db28617a03c0f14e7570emg,0.0102847657968929
367edc726ba8e667973844395493559dtf2o3,0.0276594237834773
01f498a0992d280de63ec346692efb2blckg2,0.0103137426850458
b7630ee9a73e7ba6f11f7717b7f03ed4be2hb,0.0366640141052869
49eaad86d095aa5af75ce34e59e4b7f1mmf9q,0.0103137426850458
481fdbc92e77bba4c9611841a7d74071elwx6,0.0103692966295674
22401c4dc0cb1e5d52da01ebb8b2839cdoauo,0.0103137426850458
3c77ec9f79f6febf630325ef84f2a0bcl3qg1,0.0103137426850458
b970a53727b2bfaf02079779c846a52fj3f0q,0.0103137426850458
65f52b46edfc7fa64b9e74557a78e52c1it54,0.0103137426850458
45fe4f0fb849e7195a1efd5495d1285f2culj,0.0103137426850458
f725c5b4cece8353da7a636fcba0ecb5yxshd,0.0343315426262153
98c12418158dfb9494af01308ac2d0588gfw2,0.0103137426850458
29e08b4d18198fe9265772fba3a4f6c4mj1rw,0.0355148383653665
4ed4760782d4e2c65bee8cadc1fcdc89htz8b,0.0103137426850458
a262e805f766306f4adb38211abf235akxqh8,0.010284765363587
8fe6da2176541d0ce24574dbb60f9107oq1kn,0.010511628002434
438e53670ffa2990cdef656700bb49bf684fz,0.0103137426850458
9375e98d0810ce9119ccf45300249636zfpd9,0.0103137426850458
2d38a6af2ce96c1446f900aa4756b8975y9k3,0.0210056451144216
c7d335bf99b9c71fb22797ecbd78b92ashv4h,0.0266944293511531
6086425310e05e77a53317490e8c1f3cxzf2r,0.099530747050667
48044b1b1f47f168864bc7c4a58a65ecmt187,0.0103137426850458
8bbb16c0a1bb808389051c875ebab1cea0v56,0.0103137426850458
c806dbb2decba0ed3c4ff5e2e60a74c2wjvbl,0.0103137426850458
cad151bdf2e29b764dfd3acac022e5dcy8n83,0.0103137426850458
246c55639cf85c682d58cbd2ed6a6563vk2yn,0.0221890334924195
205c519be884c5b1c885f61c4ba8738a737qg,0.116740009661667
01cda526658455000913950f20cf31a2q6nsf,0.0103137426850458
0ef9be4eb3b6a03ac2945522964b242ap09cy,0.0103137426850458
1cf0d30e0bf9f4a536b1fe16ecc26cd22j50c,0.0103137426850458
1291b98e40353f77928e363d54a13c569bhfb,0.0103137426850458
9f52fd88ba073512be19e3d24d4bb6f91l531,0.0245532953257502
cf1f2b6f29840e1ecbb31d18fb128c38bseas,0.545891725401752
20f206d2656116bed8dd46d5b70dac81lbgfk,0.0103137426850458
a58ace8b671a7531c88814bc86b2a34cf0crb,0.0379156532010601
424b638423f4862b2a84f22ec25fa22eb2c8p,0.0103137426850458
7da6a36817cf2d8c3be218a32ab25550c8kg7,0.0109255140344665
a0420d3961adf890fccf4b43899708f6h40zs,0.0103137426850458
afb7618f9e3fd071d4ebedf396e1d45drta96,0.0105502096923622
429f301119adc32d35541dd4d60903563s7nr,0.0103137426850458
64a39f766b2e9d9471b104f0d0289740a9kdq,0.0103137426850458
2012c722a90bc47f1abbc8319d0cea51p7l5b,0.0103137426850458
4038ae3276c0b47f420a5d73687fb73bghgxf,0.010997864089779
292dedb5371b8e0ebbeea57f14b35713e2ie2,0.0103096999178041
10f1460119f9e42bcccd0f68ef59cc830pwtq,0.0103137426850458
6aeab198df208f8628825f7eb3ec3701p2ybk,0.0271294654089649
86a626c876e7eb4be35f4f0b0a78f97a1rn7h,0.0103137426850458
055282b75717345ba6f53d40e9e6d6c56qrzp,0.0187771706037311
f211ff014ed43c9054916f97d6187108mpxr6,0.1429258579533
1c61726e316d5a16aaa80b429080c534u43s0,0.0103137426850458
36473d4c641c4c09c20c80e2ab35a36dwzp5d,0.0103137426850458
7f603f668968facebb0567015ad4c201kikrh,0.0103137426850458
56b55e6ab49a4cbe7c76a2bbca804089pjq0g,0.0297241183197433
6f7043cde57060a6766b551df5fa6fd9p3ojp,0.0103137426850458
7959bd565852dd880cd31278fab3660fuaqyw,0.0169540870159504
a639448bde9a72923b70917e82594fc66sa2f,0.0334313365856932
8f00a4c4d7f097bc1688f8d89431f6bfmodq2,0.0103137426850458
7cb144485c703ac09fc73aa646041f72ogqwv,0.0103137426850458
67083f257438b1b79cb09cfa601890855of77,0.0103137426850458
4992da4511c3c1b4efed3e16c7d8dec65ilfj,0.0103137426850458
fa9cfea85e90bec313e512e9eeab2e869tvx8,0.268347644377942
a46046f129f3526547aca680877fd8c7e6tfc,0.0103137426850458
45c3a73b88760d4390f42ea4fae97d84la5wh,0.0102847657968929
942af1514033a612b203ec58f7894c9fv899u,0.0103137426850458
0d0b3d6dc27d0f8eed70971f8c6bec1bdrs0f,0.0103137426850458
af98b7d5a7c1ccd2968252a2fb1c06f69igbv,0.0102847657968929
e72d1b2319a2ef39d016c41e4824b68evxe53,0.0103137426850458
716079d1913959ccae0307f760bcddddt6d4o,0.0103137426850458
b9fd0772481bf459179a3b4ab49171693im97,0.0103137426850458
5c2b3f221cdf303df86ff1ffd7106fcco6pml,0.0908859563364928
68546847f11f6415034b7e2263e8ece62p3ud,0.0103137426850458
d9576f0ba8c7479eb2b26f0d15c4abfayk5ex,0.0103137426850458
7d44df0d40982a6651a06cf533ef5dddtppag,0.0553038163185879
c8f537f6bb0aa2d45da541a875f014358qm7p,0.522942804521946
fdf0eb91ae1ecea1f6902676f47c32c454yzr,0.0103137426850458
aa8aeba2bdd0353a108b9b26f12ed59559mvz,0.0103137426850458
